X,Y,ID,HOSPITAL_NAME,HOSPITAL_TYPE,ADDRESS,CITY,STATE,ZIP_CODE,COUNTY_NAME,STATE_NAME,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE
-71.6929665,42.4274066,1847,UMass Memorial HealthAlliance - Clinton Campus,Short Term Acute Care Hospital,201 Highland St,Clinton,MA,1510,Worcester,Massachusetts,41,21,4,4,0.2754077,20,2
-71.5288105,42.1333439,1848,Milford Regional Medical Center,Short Term Acute Care Hospital,14 Prospect St,Milford,MA,1757,Worcester,Massachusetts,149,149,10,10,0.60717112,0,7
-71.9870741,42.5864219,1849,Heywood Hospital,Short Term Acute Care Hospital,242 Green St,Gardner,MA,1440,Worcester,Massachusetts,134,114,11,11,0.37865898,20,3
-85.8563903,42.5195749,1850,Allegan General Hospital,Critical Access Hospital,555 Linn St,Allegan,MI,49010,Allegan,Michigan,25,25,4,4,0.24821918,0,1
-83.4493824,45.0776347,1851,MidMichigan Medical Center - Alpena (FKA Alpena Regional Medical Center),Short Term Acute Care Hospital,1501 W Chisholm St,Alpena,MI,49707,Alpena,Michigan,124,128,9,9,0.32572773,-4,3
-83.968804,43.981945,1852,Ascension Standish Hospital (FKA Ascension St Marys of Michigan Standish Hospital),Critical Access Hospital,805 W Cedar St,Standish,MI,48658,Arenac,Michigan,25,25,5,5,0.16526027,0,2
-85.3027963,42.6446796,1853,Spectrum Health Pennock,Critical Access Hospital,1009 W Green St,Hastings,MI,49058,Barry,Michigan,25,25,6,6,0.52318585,0,2
-83.8681815,43.5887118,1854,McLaren Bay Region (FKA Bay Regional Medical Center),Short Term Acute Care Hospital,1900 Columbus Ave,Bay City,MI,48708,Bay,Michigan,356,291,32,32,0.62002397,65,8
-86.2424169,44.636512,1855,Munson Healthcare Paul Oliver Memorial Hospital,Critical Access Hospital,224 Park Ave,Frankfort,MI,49635,Benzie,Michigan,8,8,1,1,0.009931507,0,0
-86.4782949,42.0885704,1856,Lakeland Medical Center,Short Term Acute Care Hospital,1234 Napier Ave,Saint Joseph,MI,49085,Berrien,Michigan,215,196,20,20,0.4877854,19,13
-86.248677,42.185559,1857,Lakeland Hospital Watervliet,Short Term Acute Care Hospital,400 Medical Park Dr,Watervliet,MI,49098,Berrien,Michigan,44,26,5,5,0.028977871,18,2
-84.9893546,41.9381529,1858,ProMedica Coldwater Regional Hospital (FKA Community Health Center of Branch County),Short Term Acute Care Hospital,274 E Chicago St,Coldwater,MI,49036,Branch,Michigan,71,87,10,10,0.35931349,-16,3
-85.1784543,42.3312,1859,Bronson Battle Creek Hospital,Short Term Acute Care Hospital,300 North Ave,Battle Creek,MI,49017,Calhoun,Michigan,179,159,20,20,0.4857069,20,5
-85.2913109,42.3434478,1860,Battle Creek VA Medical Center,VA Hospital,5500 Armstrong Rd,Battle Creek,MI,49037,Calhoun,Michigan,,,0,0,,0,0
-84.9570575,42.2735551,1861,Oaklawn Hospital,Short Term Acute Care Hospital,200 N Madison St,Marshall,MI,49068,Calhoun,Michigan,77,78,12,12,0.53041798,-1,3
-86.1150593,41.9832518,1862,Ascension Borgess-Lee Hospital,Critical Access Hospital,420 W High St,Dowagiac,MI,49047,Cass,Michigan,25,25,4,4,0.10027397,0,2
-84.3500726,46.4980756,1863,War Memorial Hospital,Short Term Acute Care Hospital,500 Osborn Blvd,Sault Sainte Marie,MI,49783,Chippewa,Michigan,82,49,6,6,0.50489235,33,3
-84.7684001,43.8207231,1864,MidMichigan Medical Center - Clare,Short Term Acute Care Hospital,703 N McEwan St,Clare,MI,48617,Clare,Michigan,49,49,9,9,0.14822477,0,2
-84.5550922,42.9933739,1865,Sparrow Clinton Hospital,Critical Access Hospital,805 S Oakland St,Saint Johns,MI,48879,Clinton,Michigan,25,25,2,2,0.28306851,0,2
-84.7079,44.6675,1866,Munson Healthcare Grayling Hospital,Short Term Acute Care Hospital,1100 E Michigan Ave,Grayling,MI,49738,Crawford,Michigan,71,49,6,6,0.36885658,22,2
-87.0944293,45.7457312,1867,OSF St Francis Hospital,Critical Access Hospital,3401 Ludington St,Escanaba,MI,49829,Delta,Michigan,25,25,9,9,0.38750684,0,2
-88.0445283,45.8098407,1868,Dickinson County Memorial Hospital,Short Term Acute Care Hospital,1721 S Stephenson Ave,Iron Mountain,MI,49801,Dickinson,Michigan,49,39,6,6,0.51527923,10,2
-88.0615465,45.8102287,1869,Oscar G Johnson VA Medical Center,VA Hospital,325 E H St,Iron Mountain,MI,49801,Dickinson,Michigan,17,17,0,0,,0,0
-84.8318656,42.5654901,1870,Sparrow Eaton Hospital (FKA Hayes Green Beach Memorial Hospital),Critical Access Hospital,321 E Harris St,Charlotte,MI,48813,Eaton,Michigan,25,25,4,4,0.20679452,0,2
-84.6587832,42.4949634,1871,Eaton Rapids Medical Center,Critical Access Hospital,1500 S Main St,Eaton Rapids,MI,48827,Eaton,Michigan,20,20,3,3,0.21671233,0,2
-84.9700443,45.3732041,1872,McLaren Northern Michigan,Short Term Acute Care Hospital,416 Connable Ave,Petoskey,MI,49770,Emmet,Michigan,202,170,18,18,0.53181303,32,6
-83.7053418,43.0217956,1873,Hurley Medical Center,Short Term Acute Care Hospital,1 Hurley Plz,Flint,MI,48503,Genesee,Michigan,383,370,57,57,0.66589409,13,18
-83.732595,43.01421,1874,McLaren Flint,Short Term Acute Care Hospital,401 S Ballenger Hwy,Flint,MI,48532,Genesee,Michigan,342,305,18,18,0.74859196,37,12
-83.6423231,42.892219,1875,Ascension Genesys Hospital,Short Term Acute Care Hospital,1 Genesys Pkwy,Grand Blanc,MI,48439,Genesee,Michigan,400,350,45,45,0.63985127,50,10
-84.495376,43.9766051,1876,MidMichigan Medical Center - Gladwin,Critical Access Hospital,515 Quarter St,Gladwin,MI,48624,Gladwin,Michigan,25,25,4,4,0.12328767,0,2
-90.1057004,46.4782891,1877,Aspirus Ironwood Hospital,Critical Access Hospital,N10561 Grandview Ln,Ironwood,MI,49938,Gogebic,Michigan,25,25,5,5,0.35923287,0,2
-85.6417857,44.7616354,1878,Munson Medical Center,Short Term Acute Care Hospital,1105 Sixth St,Traverse City,MI,49684,Grand Traverse,Michigan,425,409,20,20,0.5914526,16,8
-84.6634414,43.3906048,1879,MidMichigan Medical Center - Gratiot,Short Term Acute Care Hospital,300 E Warwick Dr,Alma,MI,48801,Gratiot,Michigan,67,49,9,9,0.55789769,18,2
-84.6330333,41.9120325,1880,Hillsdale Community Health Center (AKA Hillsdale Hospital),Short Term Acute Care Hospital,168 S Howell St,Hillsdale,MI,49242,Hillsdale,Michigan,65,44,4,4,0.27658778,21,2
-88.5858028,47.141302,1881,UP Health System - Portage Main Campus,Short Term Acute Care Hospital,500 Campus Dr,Hancock,MI,49930,Houghton,Michigan,36,36,6,6,0.24238965,0,2
-83.0319928,43.8031628,1882,McLaren Thumb Region (FKA Huron Medical Center),Short Term Acute Care Hospital,1100 S Van Dyke Rd,Bad Axe,MI,48413,Huron,Michigan,58,33,4,4,0.24806973,25,2
-82.6520155,43.8426786,1883,Harbor Beach Community Hospital,Critical Access Hospital,210 S 1st St,Harbor Beach,MI,48441,Huron,Michigan,15,15,3,3,0.079999998,0,1
-84.5351867,42.7341494,1884,Sparrow Hospital,Short Term Acute Care Hospital,1215 E Michigan Ave,Lansing,MI,48912,Ingham,Michigan,573,533,99,99,0.70579559,40,14
-84.5551416,42.703705,1885,McLaren Greater Lansing (FKA Ingham Regional Medical Center),Short Term Acute Care Hospital,401 W Greenlawn Ave,Lansing,MI,48910,Ingham,Michigan,310,310,16,16,0.50160956,0,6
-85.0679094,42.9358687,1886,Sparrow Ionia Hospital (AKA Sparrow Ionia County Memorial Hospital),Critical Access Hospital,3565 S State Rd,Ionia,MI,48846,Ionia,Michigan,22,25,2,2,0.28754669,-3,2
-83.5722,44.227556,1887,Ascension St Joseph Hospital,Short Term Acute Care Hospital,200 Hemlock St,Tawas City,MI,48763,Iosco,Michigan,47,47,4,4,0.1992422,0,2
-88.6192244,46.0997441,1888,Aspirus Iron River Hospital,Critical Access Hospital,1400 W Ice Lake Rd,Iron River,MI,49935,Iron,Michigan,25,25,3,3,0.24887671,0,2
-84.7609728,43.5993477,1889,McLaren Central Michigan (FKA Central Michigan Community Hospital),Short Term Acute Care Hospital,1221 South Dr,Mount Pleasant,MI,48858,Isabella,Michigan,118,90,8,8,0.22590563,28,3
-84.3927443,42.2508449,1890,Henry Ford Allegiance Health (FKA Allegiance Health Hospital WA Foote Memorial Hospital),Short Term Acute Care Hospital,205 N East Ave,Jackson,MI,49201,Jackson,Michigan,325,313,34,34,0.66298741,12,8
-85.5804185,42.2855143,1891,Bronson Methodist Hospital,Short Term Acute Care Hospital,601 John St,Kalamazoo,MI,49007,Kalamazoo,Michigan,434,415,55,55,0.67129892,19,13
-85.5615316,42.3072397,1892,Ascension Borgess Hospital,Short Term Acute Care Hospital,1521 Gull Rd,Kalamazoo,MI,49048,Kalamazoo,Michigan,372,306,15,15,0.53101659,66,8
-85.7188058,42.8575238,1893,Metro Health Hospital,Short Term Acute Care Hospital,5900 Byron Center Ave,Wyoming,MI,49519,Kent,Michigan,208,187,16,16,0.52984941,21,5
-85.6645136,42.9694389,1894,Spectrum Health Butterworth Hospital,Short Term Acute Care Hospital,100 Michigan St NE,Grand Rapids,MI,49503,Kent,Michigan,852,1095,102,102,0.7206375,-243,25
-85.6623188,42.9581324,1895,Mercy Health Saint Marys (FKA St Marys Health Care),Short Term Acute Care Hospital,200 Jefferson Ave Se,Grand Rapids,MI,49503,Kent,Michigan,275,275,32,32,0.63518667,0,6
-85.253055,43.43855,1896,Spectrum Health Kelsey Hospital,Critical Access Hospital,418 Washington St,Lakeview,MI,48850,Montcalm,Michigan,16,12,2,2,0.20410959,4,0
-83.3205647,43.0627611,1897,McLaren Lapeer Region (FKA Lapeer Regional Medical Center),Short Term Acute Care Hospital,1375 N Main St,Lapeer,MI,48446,Lapeer,Michigan,183,116,10,10,0.52765709,67,4
-83.9383979,42.0027428,1898,ProMedica Herrick Hospital (Closing Late August 2020),Critical Access Hospital,500 E Pottawatamie St,Tecumseh,MI,49286,Lenawee,Michigan,25,25,4,4,0.02049315,0,2
-84.0486253,41.9138521,1899,ProMedica Bixby Hospital (Closing August 2020),Short Term Acute Care Hospital,818 Riverside Ave,Adrian,MI,49221,Lenawee,Michigan,88,88,9,9,0.320797,0,3
-83.9411171,42.6155619,1900,St Joseph Mercy Livingston Hospital,Short Term Acute Care Hospital,620 Byron Rd,Howell,MI,48843,Livingston,Michigan,66,43,8,8,0.54546034,23,3
-83.7203,42.5156,1901,Ascension Brighton Center for Recovery (FKA Brighton Hospital),Short Term Acute Care Hospital,12851 Grand River Rd,Brighton,MI,48116,Livingston,Michigan,41,99,17,17,0.45877957,-58,0
-83.0048,42.5057,1902,Ascension Macomb-Oakland Hospital - Warren Campus,Short Term Acute Care Hospital,11800 E 12 Mile Rd,Warren,MI,48093,Macomb,Michigan,348,429,41,41,0.66521126,-81,20
-83.0815603,42.4516781,1903,Insight Surgical Hospital (FKA Michigan Surgical Hospital),Short Term Acute Care Hospital,21230 Dequindre Rd,Warren,MI,48091,Macomb,Michigan,20,13,2,2,0.053951528,7,0
-82.8972013,42.5872771,1904,McLaren Macomb (AKA Mount Clemens Regional Medical Center),Short Term Acute Care Hospital,1000 Harrington Blvd,Mount Clemens,MI,48043,Macomb,Michigan,288,279,33,33,0.63088328,9,13
-82.9603572,42.6142835,1905,Henry Ford Macomb Hospital - Clinton Township,Short Term Acute Care Hospital,15855 19 Mile Rd,Clinton Township,MI,48038,Macomb,Michigan,361,321,48,48,0.59250629,40,9
-86.271915,44.272531,1906,Munson Healthcare Manistee Hospital (FKA West Shore Medical Center),Short Term Acute Care Hospital,1465 E Parkdale Ave,Manistee,MI,49660,Manistee,Michigan,45,45,8,8,0.20091324,0,2
-87.4114733,46.5431985,1907,UP Health System - Marquette (FKA Marquette General Hospital),Short Term Acute Care Hospital,850 W Baraga Ave,Marquette,MI,49855,Marquette,Michigan,179,238,26,26,0.41812459,-59,4
-86.4298989,43.9586529,1908,Spectrum Health Ludington Hospital,Short Term Acute Care Hospital,1 Atkinson Dr,Ludington,MI,49431,Mason,Michigan,45,45,6,6,0.398965,0,2
-85.4751018,43.6938769,1909,Spectrum Health Big Rapids Hospital (FKA Mecosta County Medical Center),Short Term Acute Care Hospital,605 Oak St,Big Rapids,MI,49307,Mecosta,Michigan,49,49,4,4,0.34593233,0,2
-84.2606084,43.6386288,1910,MidMichigan Medical Center - Midland,Short Term Acute Care Hospital,4000 Wellness Dr,Midland,MI,48670,Midland,Michigan,308,324,26,26,0.49590734,-16,7
-83.3889053,41.925249,1911,ProMedica Monroe Regional Hospital (FKA Mercy Memorial Hospital),Short Term Acute Care Hospital,718 N Macomb St,Monroe,MI,48162,Monroe,Michigan,217,153,14,14,0.35286954,64,4
-85.2690688,43.1749605,1912,Spectrum Health United Hospital,Short Term Acute Care Hospital,615 S Bower St,Greenville,MI,48838,Montcalm,Michigan,49,49,8,8,0.4340564,0,2
-84.84262,43.175584,1913,Sparrow Carson Hospital (FKA Carson City Hospital),Short Term Acute Care Hospital,406 E Elm St,Carson City,MI,48811,Montcalm,Michigan,61,48,4,4,0.12865297,13,2
-86.2429655,43.2217349,1914,Mercy Health Hackley Campus (FKA Mercy Health Muskegon - Hackley),Short Term Acute Care Hospital,1700 Clinton St,Muskegon,MI,49442,Muskegon,Michigan,196,331,44,44,0.51050782,-135,6
-85.9504402,43.4640199,1915,Spectrum Health Gerber Memorial,Critical Access Hospital,212 S Sullivan Ave,Fremont,MI,49412,Newaygo,Michigan,25,25,9,9,0.4439452,0,2
-83.2760239,42.6142543,1916,St Joseph Mercy Oakland Hospital,Short Term Acute Care Hospital,44405 Woodward Ave,Pontiac,MI,48341,Oakland,Michigan,464,380,32,32,0.55729634,84,9
-83.262188,42.464556,1917,Straith Hospital for Special Surgery,Short Term Acute Care Hospital,23901 Lahser Rd,Southfield,MI,48033,Oakland,Michigan,34,34,6,6,0.4866237,0,1
-83.3092456,42.635104,1918,Pontiac General Hospital (FKA Doctors Hospital of Michigan),Short Term Acute Care Hospital,461 W Huron St,Pontiac,MI,48341,Oakland,Michigan,306,47,10,10,0.088837072,259,1
-83.2048396,42.4569136,1919,Ascension Providence Hospital - Southfield Campus,Short Term Acute Care Hospital,16001 W 9 Mile Rd,Southfield,MI,48075,Oakland,Michigan,359,542,34,34,0.64022422,-183,14
-83.2908175,42.6385262,1920,McLaren Oakland (FKA Pontiac Osteopathic Hospital Medical Center),Short Term Acute Care Hospital,50 N Perry St,Pontiac,MI,48342,Oakland,Michigan,278,106,9,9,0.54287928,172,4
-83.0935084,42.6189456,1921,Beaumont Hospital - Troy,Short Term Acute Care Hospital,44201 Dequindre Rd,Troy,MI,48085,Oakland,Michigan,520,495,56,56,0.77501041,25,22
-83.3235459,42.4463654,1922,Beaumont Hospital - Farmington Hills (FKA Botsford Hospital),Short Term Acute Care Hospital,28050 Grand River Ave,Farmington Hills,MI,48336,Oakland,Michigan,305,256,24,24,0.60737371,49,16
-83.1917212,42.5147113,1923,Beaumont Hospital - Royal Oak,Short Term Acute Care Hospital,3601 W 13 Mile Rd,Royal Oak,MI,48073,Oakland,Michigan,1079,998,138,138,0.7252093,81,31
-83.499202,42.592901,1924,DMC Huron Valley-Sinai Hospital,Short Term Acute Care Hospital,1 William Carls Dr,Commerce Township,MI,48382,Oakland,Michigan,158,130,12,12,0.54870391,28,4
-83.2031613,42.4576244,1925,Surgeons Choice Medical Center (FKA Oakland Regional Hospital),Short Term Acute Care Hospital,22401 Foster Winter Dr,Southfield,MI,48075,Oakland,Michigan,45,45,8,8,0.085966513,0,0
-83.4077692,42.5391428,1926,Henry Ford West Bloomfield Hospital,Short Term Acute Care Hospital,6777 W Maple Rd,West Bloomfield,MI,48322,Oakland,Michigan,191,191,36,36,0.63954675,0,5
-84.2462,44.2633,1927,MidMichigan Medical Center - West Branch (FKA West Branch Regional Medical Center),Short Term Acute Care Hospital,2463 S M 30,West Branch,MI,48661,Ogemaw,Michigan,88,88,15,15,0.23758972,0,2
-85.521475,43.8786587,1928,Spectrum Health Reed City Hospital,Critical Access Hospital,300 N Patterson Rd,Reed City,MI,49677,Osceola,Michigan,25,25,4,4,0.16843836,0,2
-84.6755003,45.0353548,1929,Munson Healthcare Otsego Memorial Hospital,Short Term Acute Care Hospital,825 N Center Ave,Gaylord,MI,49735,Otsego,Michigan,46,46,4,4,0.35592616,0,2
-86.228932,43.050817,1930,North Ottawa Community Hospital,Short Term Acute Care Hospital,1309 Sheldon Rd,Grand Haven,MI,49417,Ottawa,Michigan,81,81,7,7,0.088212416,0,2
-86.1112019,42.7834599,1931,Holland Hospital,Short Term Acute Care Hospital,602 Michigan Ave,Holland,MI,49423,Ottawa,Michigan,173,189,8,8,0.43454373,-16,2
-85.9879712,42.8205543,1932,Spectrum Health Zeeland Community Hospital,Short Term Acute Care Hospital,8333 Felch St,Zeeland,MI,49464,Ottawa,Michigan,55,55,7,7,0.31247821,0,2
-83.9384673,43.4247841,1933,Ascension St Marys Hospital (FKA Ascension St Marys of Michigan St Marys Hospital),Short Term Acute Care Hospital,800 S Washington Ave,Saginaw,MI,48601,Saginaw,Michigan,268,204,22,22,0.61619663,64,6
-83.956069,43.4284033,1934,Covenant Medical Center - Harrison,Short Term Acute Care Hospital,1447 N Harrison St,Saginaw,MI,48602,Saginaw,Michigan,277,473,76,76,0.71108186,-196,14
-83.9620682,43.4452809,1935,Aleda E Lutz VA Medical Center (AKA Saginaw VA Medical Center),VA Hospital,1500 Weiss St,Saginaw,MI,48602,Saginaw,Michigan,8,8,0,0,,0,0
-84.03,43.44,1936,Healthsource Saginaw,Short Term Acute Care Hospital,3340 Hospital Rd,Saginaw,MI,48608,Saginaw,Michigan,25,7,1,1,0.57534248,18,0
-83.1492553,42.6807334,1937,Ascension Providence Rochester Hospital (FKA Ascension Crittenton Hospital),Short Term Acute Care Hospital,1101 W University Dr,Rochester,MI,48307,Oakland,Michigan,270,180,18,18,0.47080028,90,4
-82.4808951,42.7852319,1938,Ascension River District Hospital (FKA St John River District Hospital),Short Term Acute Care Hospital,4100 River Rd,East China,MI,48054,St. Clair,Michigan,68,65,3,3,0.11936776,3,2
-82.4297392,42.9869446,1939,McLaren Port Huron,Short Term Acute Care Hospital,1221 Pine Grove Ave,Port Huron,MI,48060,St. Clair,Michigan,163,163,12,12,0.65471047,0,5
-82.4334645,42.9560593,1940,Lake Huron Medical Center (FKA St Joseph Mercy Hospital Port Huron),Short Term Acute Care Hospital,2601 Electric Ave,Port Huron,MI,48060,St. Clair,Michigan,144,144,8,8,0.22675681,0,3
-85.6477822,41.9350848,1941,Three Rivers Health,Short Term Acute Care Hospital,701 S Health Parkway,Three Rivers,MI,49093,St. Joseph,Michigan,60,48,4,4,0.15017124,12,2
-85.4072642,41.7949802,1942,Sturgis Hospital,Short Term Acute Care Hospital,916 Myrtle St,Sturgis,MI,49091,St. Joseph,Michigan,84,49,9,9,0.17014258,35,2
-82.8329,43.4233,1943,McKenzie Memorial Hospital,Critical Access Hospital,120 N Delaware St,Sandusky,MI,48471,Sanilac,Michigan,25,25,4,4,0.1110137,0,2
-82.7339385,43.5273608,1944,Deckerville Community Hospital,Critical Access Hospital,3559 Pine St,Deckerville,MI,48427,Sanilac,Michigan,15,15,3,3,0.062283106,0,0
-83.0814315,43.332474,1945,Marlette Regional Hospital,Critical Access Hospital,2770 Main St,Marlette,MI,48453,Sanilac,Michigan,25,25,4,4,0.24065754,0,1
-86.2761068,45.9466777,1946,Schoolcraft Memorial Hospital,Critical Access Hospital,7870w Us Highway 2,Manistique,MI,49854,Schoolcraft,Michigan,12,12,2,2,0.38789955,0,2
-84.1814947,43.0054317,1947,Memorial Healthcare,Short Term Acute Care Hospital,826 W King St,Owosso,MI,48867,Shiawassee,Michigan,107,111,7,7,0.40167838,-4,3
-83.1812,43.6044,1948,Hills & Dales General Hospital,Critical Access Hospital,4675 Hill St,Cass City,MI,48726,Tuscola,Michigan,25,25,4,4,0.21731506,0,2
-83.4082832,43.4931269,1949,McLaren Caro Region (FKA Caro Community Hospital),Critical Access Hospital,401 N Hooper St,Caro,MI,48723,Tuscola,Michigan,25,25,4,4,0.016328767,0,0
-85.8969802,42.2212668,1950,Bronson LakeView Hospital,Critical Access Hospital,408 Hazen St,Paw Paw,MI,49079,Van Buren,Michigan,25,25,5,5,0.152,0,2
-86.2630763,42.3912411,1951,Bronson South Haven Hospital (FKA South Haven Community Hospital),Short Term Acute Care Hospital,955 S Bailey Ave,South Haven,MI,49090,Van Buren,Michigan,49,49,9,9,0.070002794,0,2
-83.7156772,42.28661,1952,VA Ann Arbor Healthcare System,VA Hospital,2215 Fuller Rd,Ann Arbor,MI,48105,Washtenaw,Michigan,,,1,1,,0,2
-83.7295472,42.2847515,1953,University Hospital,Short Term Acute Care Hospital,1500 E Medical Center Dr,Ann Arbor,MI,48109,Washtenaw,Michigan,1000,931,30,30,0.82369578,69,30
-84.0169076,42.3100294,1954,St Joseph Mercy Chelsea Hospital (FKA Chelsea Community Hospital),Short Term Acute Care Hospital,775 S Main St,Chelsea,MI,48118,Washtenaw,Michigan,103,97,6,6,0.26196864,6,2
-83.6548214,42.2647013,1955,St Joseph Mercy Ann Arbor Hospital,Short Term Acute Care Hospital,5301 Mcauley Dr,Ypsilanti,MI,48197,Washtenaw,Michigan,524,450,40,40,0.73112935,74,22
-83.3147183,42.3321567,1956,Garden City Hospital,Short Term Acute Care Hospital,6245 Inkster Rd,Garden City,MI,48135,Wayne,Michigan,309,130,13,13,0.6476686,179,9
-83.2702,42.2336,1957,Beaumont Hospital - Taylor (FKA Oakwood Hospital - Taylor),Short Term Acute Care Hospital,10000 Telegraph Rd,Taylor,MI,48180,Wayne,Michigan,148,99,16,16,0.7060191,49,5
-83.0556941,42.3533835,1958,DMC Detroit Receiving Hospital,Short Term Acute Care Hospital,4201 Saint Antoine St,Detroit,MI,48201,Wayne,Michigan,248,195,49,49,0.84963822,53,14
-82.9149578,42.4192452,1959,Ascension St John Hospital,Short Term Acute Care Hospital,22101 Moross Rd,Detroit,MI,48236,Wayne,Michigan,687,549,52,52,0.61153281,138,22
-83.213649,42.116945,1960,Beaumont Hospital - Trenton (FKA Oakwood Hospital - Southshore),Short Term Acute Care Hospital,5450 Fort St,Trenton,MI,48183,Wayne,Michigan,193,193,34,34,0.55965644,0,8
-83.3647434,42.2733176,1961,Beaumont Hospital - Wayne (FKA Oakwood Hospital - Wayne),Short Term Acute Care Hospital,33155 Annapolis St,Wayne,MI,48184,Wayne,Michigan,185,170,18,18,0.50919396,15,7
-83.1476402,42.2101322,1962,Henry Ford Wyandotte Hospital,Short Term Acute Care Hospital,2333 Biddle Ave,Wyandotte,MI,48192,Wayne,Michigan,322,281,80,80,0.51160729,41,11
-83.0592025,42.3557104,1963,John D Dingell VA Medical Center,VA Hospital,4646 John R St,Detroit,MI,48201,Wayne,Michigan,62,62,1,1,,0,2
-83.0571962,42.3522105,1964,Karmanos Cancer Center (AKA Barbara Ann Karmanos Cancer Hospital),Short Term Acute Care Hospital,4100 John R St,Detroit,MI,48201,Wayne,Michigan,123,123,6,6,0.53856778,0,2
-83.0543358,42.352155,1965,Childrens Hospital of Michigan,Childrens Hospital,3901 Beaubien St,Detroit,MI,48201,Wayne,Michigan,228,228,67,67,0.63995433,0,6
-83.0853755,42.3673845,1966,Henry Ford Hospital,Short Term Acute Care Hospital,2799 W Grand Blvd,Detroit,MI,48202,Wayne,Michigan,877,685,128,128,0.77230388,192,28
-83.2115,42.2917,1967,Beaumont Hospital - Dearborn (FKA Oakwood Hospital - Dearborn),Short Term Acute Care Hospital,18101 Oakwood Blvd,Dearborn,MI,48124,Wayne,Michigan,632,567,17,17,0.76958275,65,25
-83.182279,42.4191069,1968,DMC Sinai-Grace Hospital,Short Term Acute Care Hospital,6071 W Outer Dr,Detroit,MI,48235,Wayne,Michigan,383,357,39,39,0.63685966,26,23
-83.4043,42.3943,1969,St Mary Mercy Livonia Hospital,Short Term Acute Care Hospital,36475 5 Mile Rd,Livonia,MI,48154,Wayne,Michigan,273,252,16,16,0.66689497,21,12
-83.0571595,42.3520255,1970,DMC Harper University Hospital,Short Term Acute Care Hospital,3990 John R St,Detroit,MI,48201,Wayne,Michigan,470,368,34,34,0.63006252,102,12
-82.9146893,42.3844125,1971,Beaumont Hospital - Grosse Pointe,Short Term Acute Care Hospital,468 Cadieux Rd,Grosse Pointe,MI,48230,Wayne,Michigan,280,266,47,47,0.46729839,14,7
-85.3903579,44.2461197,1972,Munson Healthcare Cadillac Hospital,Short Term Acute Care Hospital,400 Hobart St,Cadillac,MI,49601,Wexford,Michigan,49,49,20,20,0.48962817,0,3
-93.6984153,46.5296349,1973,Riverwood Healthcare Center Aitkin Hospital,Critical Access Hospital,200 Bunker Hill Dr,Aitkin,MN,56431,Aitkin,Minnesota,25,25,4,4,0.37556165,0,2
-93.3694098,45.1828451,1974,Mercy Hospital,Short Term Acute Care Hospital,4050 Coon Rapids Blvd Nw,Coon Rapids,MN,55433,Anoka,Minnesota,546,466,35,35,0.70910108,80,7
-95.8441725,46.8135614,1975,Essentia Health St Marys - Detroit Lakes (FKA St Marys Regional Health Center),Short Term Acute Care Hospital,1027 Washington Ave,Detroit Lakes,MN,56501,Becker,Minnesota,87,36,8,8,0.4434551,51,2
-94.8994242,47.503406,1976,Sanford Bemidji Medical Center,Short Term Acute Care Hospital,1300 Anne St Nw,Bemidji,MN,56601,Beltrami,Minnesota,118,89,10,10,0.53904879,29,3
-95.3354343,47.9765114,1977,Red Lake IHS Hospital,Short Term Acute Care Hospital,24760 Hospital Drive,Red Lake,MN,56671,Clearwater,Minnesota,23,23,4,4,0.033234067,0,0
-96.4339118,45.5626307,1978,Essentia Health - Holy Trinity Hospital,Critical Access Hospital,115 W 2nd St,Graceville,MN,56240,Big Stone,Minnesota,15,15,3,3,0.070319638,0,1
-96.4460664,45.3152616,1979,Ortonville Area Health Services,Critical Access Hospital,450 Eastvold Ave,Ortonville,MN,56278,Big Stone,Minnesota,25,25,4,4,0.14772603,0,1
-93.9832189,44.1636862,1980,Mayo Clinic Hospital - Mankato,Short Term Acute Care Hospital,1025 Marsh St,Mankato,MN,56001,Blue Earth,Minnesota,272,167,29,29,0.61755395,105,9
-94.7273,44.2993,1981,Sleepy Eye Medical Center (FKA Sleepy Eye Municipal Hospital),Critical Access Hospital,400 4th Ave Nw,Sleepy Eye,MN,56085,Brown,Minnesota,16,16,3,3,0.20753425,0,1
-94.4762477,44.3134834,1982,New Ulm Medical Center,Critical Access Hospital,1324 5th St N,New Ulm,MN,56073,Brown,Minnesota,62,24,4,4,0.43230593,38,2
-92.4618313,46.7311208,1983,Cloquet Community Memorial Hospital,Critical Access Hospital,512 Skyline Blvd,Cloquet,MN,55720,Carlton,Minnesota,80,22,4,4,0.36488169,58,2
-92.76569,46.454757,1984,Mercy Hospital & Health Care Center,Critical Access Hospital,4572 County Road 61,Moose Lake,MN,55767,Carlton,Minnesota,25,25,2,2,0.23747945,0,0
-93.7922507,44.8431253,1985,Ridgeview Medical Center (AKA RMC),Short Term Acute Care Hospital,500 S Maple St,Waconia,MN,55387,Carver,Minnesota,109,109,18,18,0.50437868,0,3
-94.6083748,47.3845773,1986,Cass Lake Indian Health Service Unit (AKA Cass Lake Hospital),Critical Access Hospital,425 7th St Nw,Cass Lake,MN,56633,Cass,Minnesota,5,5,1,1,0.00109589,0,0
